api,tool,run,interactions,2XX,4XX,5XX,401,403,covered_operations,unique_5XX,branch_coverage,line_coverage,method_coverage,area_2XX,area_4XX,area_5XX,area_401,area_403,area_covered_operations,area_unique_5XX,area_branch_coverage,area_line_coverage,area_method_coverage
languagetool,schemathesis,run-20240603-154552,20800,713,11480,8607,-,-,1,3,0.010670325063831409,0.02431463934750588,0.04898828541001065,74099,1200345,899156,-,-,207,624,2.219313288365533,5.0559060830567075,10.183306709265153
features-service,resttestgen,run-20240531-162415,16400,7617,741,8042,-,-,15,11,0.30952380952380953,0.6389496717724289,0.6820809248554913,587238,52280,713482,-,-,2321,1627,47.86904761904766,100.26914660831474,104.56647398843978
blog,restler,run-20240605-103634,25900,1272,21896,2732,-,-,14,8,0.038944723618090454,0.4116161616161616,0.37056504599211565,135209,2764172,467619,-,-,2118,1989,8.395100502512577,92.07323232323216,79.02628120893584
genome-nexus,resttestgen,run-20240531-191417,3900,2263,1637,0,-,-,20,0,0.2025405786873677,0.3167046160215276,0.280833815865663,46777,31223,0,-,-,722,0,7.738884968242766,12.22003725936658,10.758540822235087
person-controller,restler,run-20240605-104548,17900,5843,64,11993,-,-,4,65,0.0,0.664804469273743,0.7311827956989247,554441,4939,1051620,-,-,495,9088,0.0,109.37430167597796,115.24731182795709
blog,schemathesis,run-20240606-122706,25900,2245,20341,3314,-,-,14,7,0.029522613065326633,0.3728956228956229,0.3416557161629435,331561,2554384,481055,-,-,3329,1746,7.39384422110551,93.90740740740797,85.44546649145914
market,resttestgen,run-20240601-113515,20100,3951,11889,4260,-,-,11,17,0.03937007874015748,0.2991840435176791,0.372972972972973,389189,1222110,418801,-,-,2136,2586,7.297244094488179,58.121033544877434,71.84459459459475
genome-nexus,arat-rl,run-20240531-175337,3900,2071,1257,572,-,-,21,1,0.20748059280169373,0.31484164769198925,0.27678054429646787,38949,26895,12156,-,-,742,39,7.441072688779108,11.565100393293308,10.093225246091484
market,deeprest-e20-s20,run-20240531-165547,20100,11090,7667,1343,-,-,12,17,0.047244094488188976,0.3023572076155938,0.37432432432432433,1129240,754108,146752,-,-,2264,3116,9.049212598425195,57.46781504986387,69.46621621621645
genome-nexus,arat-rl,run-20240531-210438,3900,1959,1390,551,-,-,20,1,0.21594918842625266,0.31401366176775,0.2669368847712797,37381,28406,12213,-,-,730,39,7.896965419901202,11.798592423928785,10.078749276201506
scs,deeprest-e20-s20,run-20240531-213610,21000,19582,1418,0,-,-,11,0,0.48412698412698413,0.6915254237288135,0.717948717948718,2060166,155334,0,-,-,2297,0,95.07142857142874,140.87457627118704,149.84615384615387
scs,schemathesis,run-20240603-224210,21000,12042,8958,0,-,-,11,0,0.34523809523809523,0.6135593220338983,0.717948717948718,1270488,945012,0,-,-,2287,0,71.73809523809534,127.5016949152538,149.23076923076925
ncs,schemathesis,run-20240603-140746,22000,12936,9064,0,-,-,6,0,0.5952380952380952,0.7672727272727272,0.8620689655172413,1422276,1008724,0,-,-,1316,0,130.11309523809595,167.825454545455,188.6206896551719
restcountries,deeprest-e20-s20,run-20240605-134708,16300,11979,4140,181,-,-,22,1,0.9045454545454545,0.7790055248618785,0.8465909090909091,947442,375095,14063,-,-,3454,163,141.80000000000007,125.73480662983377,137.79545454545425
restcountries,resttestgen,run-20240601-195844,16300,2220,14074,6,-,-,22,1,0.8863636363636364,0.7771639042357275,0.8465909090909091,191477,1144524,599,-,-,3418,132,139.11818181818182,123.96869244935519,136.6874999999997
user-management,morest,run-20240605-153611,21000,458,13187,7355,-,-,12,2,0.06687898089171974,0.5411392405063291,0.3786407766990291,66856,1374644,774000,-,-,2495,418,13.84819532908699,112.45411392405047,78.81067961165053
blog,resttestgen,run-20240601-194704,25900,1747,13167,10986,-,-,21,9,0.0364321608040201,0.4494949494949495,0.3968462549277267,197528,1711900,1457572,-,-,5154,2200,9.07160804020103,113.43434343434318,100.52825229960526
genome-nexus,morest,run-20240604-212000,3900,257,2934,709,-,-,7,1,0.11432604093154553,0.22624715379838542,0.2015055008685582,8337,56264,13399,-,-,268,39,4.432604093154549,8.779755744152347,7.806022003474234
user-management,morest,run-20240605-102337,21000,205,12965,7830,-,-,12,3,0.06581740976645435,0.5458860759493671,0.38106796116504854,40836,1356491,818173,-,-,2502,627,13.625265392781351,113.56803797468386,79.4223300970874
languagetool,deeprest-e20-s20,run-20240531-183615,20800,16659,4128,13,-,-,2,3,0.24084448001219466,0.3919581418866929,0.36807774227902024,1744761,427568,1271,-,-,416,395,47.447582028123946,78.65469254951961,73.20899893503744
scs,restler,run-20240604-222634,21000,19428,1572,0,-,-,11,0,0.3492063492063492,0.6135593220338983,0.717948717948718,1956946,258554,0,-,-,2218,0,70.65873015873011,124.23389830508432,145.71794871794867
scs,resttestgen,run-20240531-185425,21000,18014,2986,0,-,-,11,0,0.40476190476190477,0.6271186440677966,0.717948717948718,1908053,307447,0,-,-,2303,0,81.22619047619023,130.23728813559288,150.30769230769235
blog,morest,run-20240603-232856,25900,235,21404,4261,-,-,11,6,0.029522613065326633,0.382996632996633,0.3088042049934297,38677,2785807,542516,-,-,2628,1482,7.3630653266331505,96.19696969696966,78.35348226018414
languagetool,morest,run-20240604-185300,20800,20,20780,0,-,-,1,0,0.005906787088906673,0.01897245366808099,0.042731629392971246,4160,2169440,0,-,-,208,0,1.2235814183910694,3.9350143997186158,8.865548455804063
features-service,schemathesis,run-20240603-155253,16400,8946,1594,5860,-,-,7,6,0.13095238095238096,0.4310722100656455,0.44508670520231214,733583,130856,488561,-,-,1143,978,21.35714285714284,70.28446389496715,72.52601156069377
features-service,resttestgen,run-20240531-201755,16400,7947,714,7739,-,-,17,11,0.4880952380952381,0.75054704595186,0.7456647398843931,667089,54853,631058,-,-,2616,1400,67.75000000000018,114.36105032822758,113.86705202312137
languagetool,arat-rl,run-20240531-161825,20800,10402,8927,1471,-,-,2,11,0.18482527342707977,0.35100138501110206,0.34957401490947815,1082351,939020,152229,-,-,416,1601,32.97667771807476,60.24028843405808,62.07108626198068
scs,resttestgen,run-20240531-192959,21000,18007,2993,0,-,-,11,0,0.38095238095238093,0.6203389830508474,0.717948717948718,1904143,311357,0,-,-,2303,0,78.15079365079355,129.19999999999987,150.30769230769235
languagetool,schemathesis,run-20240603-154002,20800,3465,17335,0,-,-,1,0,0.01028924202583743,0.024072812012223273,0.04898828541001065,361851,1811749,0,-,-,208,0,2.14016234137418,5.007144898542422,10.189563365282194
scs,morest,run-20240604-195928,21000,20585,415,0,-,-,11,0,0.3373015873015873,0.5966101694915255,0.717948717948718,2172517,42983,0,-,-,2303,0,69.46428571428575,123.70508474576272,149.58974358974362
market,restler,run-20240604-222524,20100,9635,1268,9197,-,-,9,10,0.017716535433070866,0.2665457842248413,0.34459459459459457,635587,158285,1236228,-,-,1607,1884,3.399606299212593,50.46328195829544,64.34864864864875
project-tracking-system,schemathesis,run-20240603-154702,21700,8381,12420,899,-,-,23,1,0.03125,0.3050847457627119,0.4025157232704403,902940,1366382,95978,-,-,4879,217,6.78125,65.96533127889073,86.72327044025157
project-tracking-system,deeprest-e20-s20,run-20240531-175707,21700,9137,11477,1086,-,-,44,1,0.125,0.38751926040061635,0.5283018867924528,971258,1288354,105688,-,-,8787,217,25.8125,82.99922958397563,112.44863731656154
person-controller,deeprest-e20-s20,run-20240605-141030,17900,7992,1755,8153,-,-,8,20,0.03333333333333333,0.7318435754189944,0.8172043010752689,809140,150900,650960,-,-,1429,2888,5.933333333333322,129.96089385474832,145.16129032258033
ncs,restler,run-20240604-194304,22000,16637,5363,0,-,-,6,0,0.6607142857142857,0.7381818181818182,0.7931034482758621,1564936,866064,0,-,-,1287,0,141.30952380952417,159.00363636363636,171.2068965517244
market,deeprest-e20-s20,run-20240531-161455,20100,12191,6147,1762,-,-,12,18,0.047244094488188976,0.3023572076155938,0.37432432432432433,1228804,594136,207160,-,-,2215,3359,9.133858267716523,58.06890299184031,70.56351351351374
languagetool,arat-rl,run-20240601-114435,20800,10109,9279,1412,-,-,2,19,0.18429175717388818,0.3492206564512938,0.34691160809371674,992586,1034549,146465,-,-,395,2661,27.268015700621174,47.78989601424587,51.779818956336555
restcountries,deeprest-e20-s20,run-20240605-093324,16300,11990,4105,205,-,-,22,1,0.8863636363636364,0.7753222836095764,0.8465909090909091,958646,361044,16910,-,-,3421,162,140.15454545454526,125.19337016574639,137.5624999999997
features-service,deeprest-e20-s20,run-20240531-203747,16400,5526,533,10341,-,-,14,10,0.2976190476190476,0.6389496717724289,0.6647398843930635,477079,48166,827755,-,-,2159,1498,46.17857142857157,100.39824945295383,105.91329479768756
scs,schemathesis,run-20240603-160914,21000,11793,9207,0,-,-,11,0,0.3373015873015873,0.6067796610169491,0.717948717948718,1242326,973174,0,-,-,2288,0,70.1111111111112,126.10847457627078,149.23076923076925
market,resttestgen,run-20240531-190606,20100,3839,12132,4129,-,-,11,20,0.04330708661417323,0.300090661831369,0.372972972972973,394896,1224532,410672,-,-,2184,2739,7.401574803149595,58.92520398912066,73.88243243243258
person-controller,restler,run-20240604-192313,17900,5843,64,11993,-,-,4,65,0.0,0.664804469273743,0.7311827956989247,554441,4939,1051620,-,-,495,9175,0.0,109.38547486033549,115.26881720430117
person-controller,morest,run-20240604-195012,17900,919,459,16522,-,-,6,7,0.016666666666666666,0.44692737430167595,0.4731182795698925,84554,39202,1487244,-,-,1072,1253,2.9499999999999944,79.51955307262564,84.00000000000001
person-controller,resttestgen,run-20240531-194620,17900,3540,141,14219,-,-,8,24,0.03333333333333333,0.7318435754189944,0.8172043010752689,311092,24144,1275764,-,-,1408,4014,5.633333333333323,130.20670391061424,145.4301075268814
project-tracking-system,resttestgen,run-20240531-212209,21700,897,20054,749,-,-,38,1,0.10416666666666667,0.38751926040061635,0.5262054507337526,114340,2166406,84554,-,-,6727,215,22.2291666666667,81.61248073959968,109.20125786163561
user-management,morest,run-20240605-202006,21000,433,13586,6981,-,-,12,3,0.07006369426751592,0.5506329113924051,0.38106796116504854,63882,1418551,733067,-,-,2496,624,14.48195329087046,114.32278481012598,79.30097087378643
blog,deeprest-e20-s20,run-20240531-163336,25900,5336,12515,8049,-,-,24,13,0.04585427135678392,0.5168350168350169,0.44021024967148487,780930,1584775,1001295,-,-,6004,3011,11.26695979899492,129.78451178451186,111.45072273324539
project-tracking-system,deeprest-e20-s20,run-20240531-182138,21700,8259,12204,1237,-,-,46,1,0.10416666666666667,0.38906009244992296,0.5303983228511531,892246,1342151,130903,-,-,9236,217,21.60416666666669,83.449152542373,113.15723270440287
user-management,deeprest-e20-s20,run-20240602-130821,21000,2988,11848,6164,-,-,14,4,0.1029723991507431,0.8607594936708861,0.6189320388349514,323058,1292903,599539,-,-,2510,799,20.039278131634905,168.70569620253133,125.97572815534026
project-tracking-system,morest,run-20240603-105134,21700,147,21134,419,-,-,18,1,0.041666666666666664,0.29892141756548535,0.389937106918239,18155,2301823,45322,-,-,3303,214,8.895833333333343,63.53929121725749,81.45911949685532
person-controller,arat-rl,run-20240531-152441,17900,7407,1048,9445,-,-,8,45,0.03333333333333333,0.7318435754189944,0.8172043010752689,635471,121502,854027,-,-,1415,7099,5.833333333333322,128.63128491620083,143.26881720430075
languagetool,schemathesis,run-20240603-165006,20800,716,11478,8606,-,-,1,6,0.009908158987843451,0.02431463934750588,0.04898828541001065,74643,1199714,899243,-,-,208,1248,2.0608970694714315,5.057444984281233,10.189563365282194
user-management,arat-rl,run-20240531-152922,21000,3127,11609,6264,-,-,11,2,0.0881104033970276,0.6091772151898734,0.47815533980582525,326985,1237174,651341,-,-,2251,418,18.108280254777117,125.6329113924051,99.04126213592204
features-service,resttestgen,run-20240531-160314,16400,7979,644,7777,-,-,16,13,0.32142857142857145,0.6673960612691466,0.6936416184971098,620895,47327,684778,-,-,2448,1803,49.86904761904757,103.94091903719895,108.24855491329498
user-management,schemathesis,run-20240606-041358,21000,1831,17597,1572,-,-,6,2,0.059447983014861996,0.49683544303797467,0.4393203883495146,187587,1866621,161292,-,-,1257,420,12.3577494692145,103.65506329113958,91.74029126213594
user-management,restler,run-20240605-184510,21000,9905,9983,1112,-,-,5,3,0.0435244161358811,0.48417721518987344,0.4587378640776699,790006,1296701,128793,-,-,942,604,8.801486199575356,97.0427215189874,92.43203883495177
scs,arat-rl,run-20240531-151851,21000,18630,2370,0,-,-,11,0,0.42063492063492064,0.6305084745762712,0.717948717948718,1967514,247986,0,-,-,2309,0,83.41269841269845,128.71186440678008,147.23076923076923
user-management,deeprest-e20-s20,run-20240531-153032,21000,791,12490,7719,-,-,11,3,0.09447983014861996,0.6598101265822784,0.5,140408,1339381,735711,-,-,2224,628,19.364118895966072,135.33386075949292,104.13106796116506
market,morest,run-20240604-200625,20100,2287,14843,2970,-,-,9,2,0.017716535433070866,0.26246600181323665,0.33918918918918917,243755,1494305,292040,-,-,1802,401,3.5374015748031447,52.45194922937456,67.72432432432446
restcountries,morest,run-20240604-214812,16300,1221,14965,114,-,-,21,1,0.8727272727272727,0.7440147329650092,0.7670454545454546,99852,1227744,9004,-,-,3302,160,138.95454545454567,119.71639042357289,124.10795454545438
restcountries,resttestgen,run-20240531-175927,16300,2334,13953,13,-,-,21,1,0.8818181818181818,0.7753222836095764,0.8465909090909091,193422,1141881,1297,-,-,3385,162,137.41818181818175,123.88213627992684,137.0340909090906
languagetool,restler,run-20240605-134448,20800,20574,226,0,-,-,1,0,0.005792462177508479,0.01884054784883593,0.042731629392971246,2148488,25112,0,-,-,208,0,1.204832132921768,3.9188339525578906,8.888178913738036
scs,morest,run-20240603-105355,21000,20539,461,0,-,-,11,0,0.34523809523809523,0.5966101694915255,0.717948717948718,2168995,46505,0,-,-,2303,0,69.059523809524,122.54237288135573,148.4102564102564
user-management,restler,run-20240605-154642,21000,9722,10161,1117,-,-,6,3,0.04883227176220807,0.5126582278481012,0.4733009708737864,803656,1289777,122067,-,-,1082,604,9.64755838641192,101.73734177215215,94.81553398058207
genome-nexus,deeprest-e20-s20,run-20240601-112814,3900,3026,874,0,-,-,22,0,0.4135497529992943,0.4692610225626164,0.40764331210191085,59743,18257,0,-,-,764,0,13.868031051517292,16.344235148002483,14.10885929357267
market,deeprest-e20-s20,run-20240531-174526,20100,12724,6634,742,-,-,12,14,0.047244094488188976,0.3023572076155938,0.37432432432432433,1297480,659300,73320,-,-,2381,2731,9.259842519685026,60.05983680870339,74.10135135135141
features-service,restler,run-20240605-103037,16400,12846,877,2677,-,-,11,6,0.19047619047619047,0.48358862144420134,0.5202312138728323,896100,105567,351333,-,-,1671,956,30.416666666666593,77.54704595185973,82.96531791907523
restcountries,morest,run-20240605-090632,16300,1152,15066,82,-,-,21,1,0.8727272727272727,0.7440147329650092,0.7670454545454546,93613,1236118,6869,-,-,3225,152,136.61818181818208,118.3775322283611,123.09090909090892
scs,morest,run-20240604-000725,21000,20572,428,0,-,-,11,0,0.34523809523809523,0.5966101694915255,0.717948717948718,2168879,46621,0,-,-,2303,0,70.21031746031758,123.75593220338989,149.58974358974362
scs,morest,run-20240604-210009,21000,20559,441,0,-,-,11,0,0.3492063492063492,0.6,0.717948717948718,2169751,45749,0,-,-,2303,0,71.35317460317474,124.51186440677918,149.58974358974362
features-service,arat-rl,run-20240531-152331,16400,7017,961,8422,-,-,18,12,0.5952380952380952,0.8052516411378556,0.7861271676300579,569625,78013,705362,-,-,2696,1669,82.11904761904788,120.25820568927813,120.50289017341038
scs,morest,run-20240605-090742,21000,20603,397,0,-,-,11,0,0.3492063492063492,0.6,0.717948717948718,2173368,42132,0,-,-,2305,0,71.47222222222224,123.95254237288088,149.00000000000003
features-service,morest,run-20240604-213731,16400,93,152,16155,-,-,9,6,0.17857142857142858,0.45951859956236324,0.48554913294797686,15062,12695,1325243,-,-,1465,817,28.90476190476181,74.71553610503278,78.94797687861305
restcountries,schemathesis,run-20240603-162535,16300,1191,15038,71,-,-,11,1,0.8090909090909091,0.7366482504604052,0.8409090909090909,99518,1231368,5714,-,-,1630,152,124.36818181818217,114.25782688766111,131.93181818181847
person-controller,restler,run-20240604-222307,17900,5843,64,11993,-,-,4,64,0.0,0.664804469273743,0.7311827956989247,554441,4939,1051620,-,-,495,9027,0.0,109.36312849162042,115.21505376344096
restcountries,arat-rl,run-20240601-123845,16300,3765,12441,94,-,-,18,1,0.8681818181818182,0.7661141804788214,0.8465909090909091,294131,1035296,7173,-,-,2677,153,128.5318181818184,119.67587476979746,135.5056818181815
features-service,schemathesis,run-20240603-163125,16400,8731,1457,6212,-,-,6,6,0.13095238095238096,0.387308533916849,0.3988439306358382,717282,119686,516032,-,-,980,977,21.452380952380935,63.39168490153185,65.23699421965343
restcountries,deeprest-e20-s20,run-20240605-141620,16300,12087,4095,118,-,-,22,1,0.9,0.7790055248618785,0.8465909090909091,956868,370053,9679,-,-,3474,163,140.42727272727308,124.68139963167563,137.27840909090878
person-controller,schemathesis,run-20240603-220601,17900,5803,483,11614,-,-,5,8,0.0,0.547486033519553,0.6021505376344086,522030,43328,1045642,-,-,895,1428,0.0,97.97206703910588,107.73118279569935
restcountries,deeprest-e20-s20,run-20240605-131206,16300,12006,4088,206,-,-,22,1,0.9090909090909091,0.7790055248618785,0.8465909090909091,955279,365742,15579,-,-,3452,150,140.94999999999985,124.87476979742134,137.30681818181787
market,restler,run-20240604-193604,20100,9635,1268,9197,-,-,9,10,0.017716535433070866,0.2665457842248413,0.34459459459459457,635587,158285,1236228,-,-,1607,1884,3.4074803149606248,50.51133272892101,64.41756756756767
ncs,resttestgen,run-20240531-181808,22000,2176,19824,0,-,-,6,0,0.8392857142857143,0.8981818181818182,0.8620689655172413,244506,2186494,0,-,-,1319,0,171.36309523809575,188.37454545454523,189.6551724137926
project-tracking-system,schemathesis,run-20240603-155513,21700,6734,14645,321,-,-,13,1,0.03125,0.29198767334360554,0.3668763102725367,728296,1601651,35353,-,-,2787,217,6.78125,63.211093990755,79.27253668763092
scs,deeprest-e20-s20,run-20240601-122712,21000,19689,1311,0,-,-,11,0,0.4722222222222222,0.6847457627118644,0.717948717948718,2072475,143025,0,-,-,2301,0,95.48412698412739,140.8542372881359,150.00000000000003
project-tracking-system,restler,run-20240604-204348,21700,9866,11468,366,-,-,19,1,0.041666666666666664,0.30585516178736516,0.38155136268343814,858959,1499603,6738,-,-,3351,217,8.739583333333346,64.4583975346685,79.13207547169824
person-controller,restler,run-20240604-201659,17900,5843,64,11993,-,-,4,65,0.0,0.664804469273743,0.7311827956989247,554441,4939,1051620,-,-,495,9235,0.0,109.36312849162042,115.21505376344096
blog,schemathesis,run-20240605-170540,25900,2033,20834,3033,-,-,14,6,0.03015075376884422,0.37457912457912457,0.33902759526938236,281463,2658891,426646,-,-,3262,1504,7.519472361809073,94.34595959596017,85.48488830486247
market,morest,run-20240604-214321,20100,2364,14756,2980,-,-,9,2,0.017716535433070866,0.26246600181323665,0.33918918918918917,250101,1477487,302512,-,-,1806,402,3.561023622047239,52.72484134179523,68.14459459459472
features-service,schemathesis,run-20240603-151640,16400,8747,1635,6018,-,-,6,6,0.13095238095238096,0.387308533916849,0.3988439306358382,719588,133879,499533,-,-,980,977,21.452380952380935,63.43544857768065,65.2832369942199
scs,arat-rl,run-20240601-113255,21000,18646,2354,0,-,-,11,0,0.4444444444444444,0.6508474576271186,0.717948717948718,1964608,250892,0,-,-,2307,0,85.53968253968242,131.26779661017,148.4102564102564
market,deeprest-e20-s20,run-20240531-195431,20100,11259,7864,977,-,-,12,15,0.047244094488188976,0.3023572076155938,0.37432432432432433,1180561,730345,119194,-,-,2305,2924,9.122047244094475,58.49546690843143,71.24864864864884
user-management,resttestgen,run-20240531-171024,21000,574,12865,7561,-,-,11,3,0.09341825902335456,0.6408227848101266,0.4830097087378641,69865,1302364,843271,-,-,2235,557,18.814225053078662,131.07436708860752,100.20388349514607
languagetool,resttestgen,run-20240531-205848,20800,3812,15661,1327,-,-,2,8,0.19591478983270455,0.349660342515444,0.33000532481363154,394911,1637680,141009,-,-,416,1401,36.0576197553447,65.5498933761295,61.14629925452619
blog,arat-rl,run-20240603-094500,25900,2527,15424,7949,-,-,19,10,0.0414572864321608,0.4553872053872054,0.4021024967148489,296611,2083231,987158,-,-,4048,2261,9.517587939698526,110.24074074074092,97.27201051248349
restcountries,morest,run-20240603-165226,16300,1139,15065,96,-,-,22,1,0.8818181818181818,0.7476979742173112,0.7670454545454546,93760,1235036,7804,-,-,3438,160,138.73181818181766,119.24677716390461,123.29545454545438
scs,resttestgen,run-20240601-122124,21000,17962,3038,0,-,-,11,0,0.3968253968253968,0.6271186440677966,0.717948717948718,1900508,314992,0,-,-,2303,0,81.88492063492052,130.80338983050814,150.1794871794872
person-controller,morest,run-20240603-220448,17900,969,495,16436,-,-,6,7,0.016666666666666666,0.44692737430167595,0.4731182795698925,88734,45263,1477003,-,-,1068,1252,2.9499999999999944,79.51955307262564,84.00000000000001
ncs,resttestgen,run-20240601-202646,22000,2152,19848,0,-,-,6,0,0.8154761904761905,0.88,0.8620689655172413,244684,2186316,0,-,-,1319,0,171.14880952381014,189.63999999999962,188.9655172413788
project-tracking-system,schemathesis,run-20240603-160543,21700,5508,15440,752,-,-,11,1,0.03125,0.29121725731895226,0.36477987421383645,592454,1690966,81880,-,-,2362,217,6.78125,63.07550077041628,78.89308176100648
project-tracking-system,schemathesis,run-20240603-144839,21700,8674,12545,481,-,-,15,1,0.03125,0.300462249614792,0.37945492662473795,941702,1371013,52585,-,-,3193,217,6.78125,64.9491525423726,81.79874213836459
scs,arat-rl,run-20240531-185055,21000,18689,2311,0,-,-,11,0,0.42063492063492064,0.6305084745762712,0.717948717948718,1969938,245562,0,-,-,2310,0,85.92857142857135,131.09830508474613,149.58974358974362
blog,resttestgen,run-20240603-141927,25900,1708,13361,10831,-,-,21,10,0.03768844221105527,0.4595959595959596,0.40341655716162944,191309,1728772,1446919,-,-,5062,2252,9.092336683417074,113.75757575757558,100.53876478318027
ncs,morest,run-20240604-191242,22000,8949,13051,0,-,-,5,0,0.6369047619047619,0.6763636363636364,0.7241379310344828,1119169,1311831,0,-,-,1099,0,138.63690476190436,147.4218181818182,158.20689655172345
blog,arat-rl,run-20240603-093910,25900,3973,14234,7693,-,-,20,11,0.04271356783919598,0.46464646464646464,0.40867279894875164,446115,1925197,995688,-,-,4783,2547,10.35427135678389,115.36531986531963,101.64257555847607
market,arat-rl,run-20240531-180848,20100,10465,4925,4710,-,-,10,16,0.01968503937007874,0.27651858567543064,0.35945945945945945,1055303,495161,479636,-,-,1865,3089,3.6574803149606248,54.05575702629216,70.61486486486491
features-service,arat-rl,run-20240531-183135,16400,6493,1051,8856,-,-,15,9,0.34523809523809523,0.6892778993435449,0.7341040462427746,518231,89064,745705,-,-,2400,1268,54.48809523809519,110.16849015317325,117.22543352601183
market,arat-rl,run-20240531-202826,20100,10478,5071,4551,-,-,10,16,0.01968503937007874,0.27651858567543064,0.35945945945945945,1072977,505902,451221,-,-,1865,3026,3.653543307086609,54.04034451495942,70.53648648648655
scs,schemathesis,run-20240603-151750,21000,14384,6616,0,-,-,11,0,0.34523809523809523,0.6101694915254238,0.717948717948718,1519944,695556,0,-,-,2305,0,72.17460317460328,127.57966101694942,150.1538461538462
user-management,arat-rl,run-20240601-112334,21000,2577,12347,6076,-,-,12,3,0.09023354564755838,0.6550632911392406,0.5145631067961165,284162,1314840,616498,-,-,2412,556,18.115711252653938,131.89398734177243,104.03398058252444
ncs,schemathesis,run-20240603-211915,22000,13050,8950,0,-,-,5,0,0.49404761904761907,0.5854545454545454,0.7241379310344828,1433995,997005,0,-,-,1096,0,107.636904761905,127.66909090909023,158.0689655172407
genome-nexus,restler,run-20240604-202507,3900,1912,1988,0,-,-,13,0,0.1771347918136909,0.2873111157110329,0.2501447596988998,35256,42744,0,-,-,240,0,5.912491178546223,9.999999999999998,8.184134337000579
project-tracking-system,arat-rl,run-20240531-193550,21700,3317,17864,519,-,-,39,1,0.11458333333333333,0.3813559322033898,0.5136268343815513,326314,1989666,49320,-,-,6670,216,23.07291666666664,79.56856702619417,105.03354297693929
genome-nexus,schemathesis,run-20240603-215748,3900,3033,759,108,-,-,15,1,0.20465772759350742,0.30469882012005794,0.26404169079328316,60026,15845,2129,-,-,548,38,7.678899082568805,11.534671910577515,9.975101331789224
market,schemathesis,run-20240604-000028,20100,4132,7681,8287,-,-,9,4,0.017716535433070866,0.26518585675430645,0.34324324324324323,406443,783575,840082,-,-,1787,799,3.533464566929129,52.82864913871274,68.19999999999996
ncs,restler,run-20240604-205528,22000,16637,5363,0,-,-,6,0,0.6607142857142857,0.7381818181818182,0.7931034482758621,1564936,866064,0,-,-,1287,0,141.31547619047655,159.00363636363636,171.2068965517244
scs,deeprest-e20-s20,run-20240531-200803,21000,19601,1399,0,-,-,11,0,0.49603174603174605,0.688135593220339,0.717948717948718,2058544,156956,0,-,-,2300,0,93.11904761904766,136.4644067796612,150.02564102564105
features-service,schemathesis,run-20240603-143328,16400,7870,3059,5471,-,-,7,6,0.13095238095238096,0.4310722100656455,0.44508670520231214,647444,248457,457099,-,-,1141,978,21.35714285714284,70.30634573304154,72.56069364161863
person-controller,schemathesis,run-20240603-141337,17900,5808,483,11609,-,-,5,8,0.0,0.4972067039106145,0.5376344086021505,522740,43357,1044903,-,-,895,1428,0.0,88.9273743016762,96.11827956989224
scs,schemathesis,run-20240603-153041,21000,12185,8815,0,-,-,11,0,0.32936507936507936,0.6067796610169491,0.717948717948718,1280613,934887,0,-,-,2287,0,68.50000000000024,126.16949152542331,149.33333333333334
user-management,restler,run-20240605-170650,21000,9797,10087,1116,-,-,7,3,0.05732484076433121,0.5332278481012658,0.4830097087378641,796757,1292975,125768,-,-,1222,604,10.744161358811027,104.09810126582231,96.03883495145674
project-tracking-system,resttestgen,run-20240601-120537,21700,892,20064,744,-,-,37,1,0.10416666666666667,0.38366718027734975,0.5178197064989518,114180,2170633,80487,-,-,7093,215,21.447916666666686,81.68952234206499,109.37106918239039
ncs,schemathesis,run-20240603-222549,22000,13230,8770,0,-,-,6,0,0.7440476190476191,0.8690909090909091,0.8620689655172413,1458655,972345,0,-,-,1315,0,162.80357142857167,190.41090909090977,188.89655172413742
blog,schemathesis,run-20240606-122816,25900,2006,20649,3245,-,-,14,6,0.03015075376884422,0.3771043771043771,0.3403416557161629,278410,2638617,449973,-,-,3319,1505,7.55778894472365,95.18939393939336,85.73061760841006
features-service,deeprest-e20-s20,run-20240531-213020,16400,5546,586,10268,-,-,14,13,0.2976190476190476,0.6389496717724289,0.6647398843930635,480274,49638,823088,-,-,2098,1881,44.94047619047617,98.01312910284457,103.89017341040443
restcountries,restler,run-20240605-141400,16300,1316,14965,19,-,-,3,1,0.6454545454545455,0.6795580110497238,0.8352272727272727,104221,1230746,1633,-,-,483,155,101.26818181818167,107.25966850828704,132.71022727272685
scs,restler,run-20240604-202950,21000,19428,1572,0,-,-,11,0,0.3492063492063492,0.6135593220338983,0.717948717948718,1956946,258554,0,-,-,2218,0,70.64682539682535,124.18305084745721,145.66666666666663
market,deeprest-e20-s20,run-20240531-202126,20100,14127,4756,1217,-,-,12,15,0.047244094488188976,0.3023572076155938,0.37432432432432433,1425471,481100,123529,-,-,2296,2793,9.171259842519673,58.15412511332716,70.63783783783806
languagetool,resttestgen,run-20240531-170654,20800,3706,15705,1389,-,-,2,9,0.20170725201021303,0.36047661969353884,0.3450479233226837,392369,1638665,142566,-,-,414,1450,35.48378491673332,65.45201925824968,60.557774227902
features-service,morest,run-20240603-110425,16400,73,141,16186,-,-,7,6,0.19047619047619047,0.437636761487965,0.4913294797687861,11564,11318,1330118,-,-,1144,983,31.083333333333258,71.52516411378562,80.28323699421951
